Seq1,Seq2,Distance
HXB2,B|-|EU606728|2002,0.0228038
HXB2,B|-|EU606733|2002,0.0203161
HXB2,B|-|EU606735|2002,0.0244733
HXB2,B|-|EU606744|2002,0.0233361
HXB2,B|-|EU606752|2002,0.0240899
HXB2,B|-|EU606802|2002,0.0230205
HXB2,B|-|EU606806|2002,0.0189302
HXB2,B|-|EU606807|2002,0.0224337
HXB2,B|-|EU606821|2002,0.0246511
HXB2,B|-|EU606825|2002,0.0244797
HXB2,B|-|EU606838|2002,0.0225686
HXB2,B|-|EU606859|2002,0.0233857
HXB2,B|-|EU606861|2002,0.0233903
HXB2,B|-|EU606873|2002,0.0240447
HXB2,B|-|EU606875|2002,0.0227482
HXB2,B|-|EU606876|2002,0.024037
HXB2,B|-|EU606879|2002,0.0217905
HXB2,B|-|EU606880|2002,0.0219091
HXB2,B|-|EU606901|2002,0.0217034
HXB2,B|-|EU606907|2002,0.0226002
HXB2,B|-|EU606915|2002,0.0230142
HXB2,B|-|EU606927|2002,0.0216335
HXB2,B|-|EU606932|2002,0.0223304
HXB2,B|-|EU606950|2002,0.020846
HXB2,B|-|EU606951|2002,0.0244652
HXB2,B|-|EU606952|2002,0.0226486
HXB2,B|-|EU606970|2002,0.021117
HXB2,B|-|EU606980|2002,0.0234014
HXB2,B|-|EU606981|2002,0.0215344
HXB2,B|-|EU606998|2002,0.0249299
HXB2,B|-|EU607008|2002,0.0207317
HXB2,B|-|EU607011|2002,0.024988
HXB2,B|-|EU607031|2002,0.0245754
HXB2,B|-|EU607038|2002,0.0227816
HXB2,B|-|EU607080|2002,0.0187904
HXB2,B|-|EU607089|2002,0.0175408
HXB2,B|-|EU607094|2002,0.024484
HXB2,B|-|EU607100|2002,0.0242137
HXB2,B|-|EU607105|2002,0.0199006
HXB2,B|-|EU607181|2002,0.0204754
HXB2,B|-|EU607209|2002,0.0226601
HXB2,B|-|EU607213|2002,0.0240871
HXB2,B|-|EU607224|2002,0.0247313
HXB2,B|-|EU607238|2002,0.024975
HXB2,B|-|EU607244|2002,0.0196899
HXB2,B|-|EU607265|2002,0.018178
HXB2,B|-|EU607302|2002,0.0158764
HXB2,B|-|EU607324|2002,0.0202055
HXB2,B|-|EU607325|2002,0.0220833
HXB2,B|-|EU607340|2002,0.0205354
HXB2,B|-|EU607348|2002,0.0180498
HXB2,B|-|EU607350|2002,0.0246589
HXB2,B|-|EU607363|2002,0.0193762
HXB2,B|-|EU607368|2002,0.0244902
HXB2,B|-|EU607370|2002,0.020083
HXB2,B|-|EU607393|2002,0.0229245
HXB2,B|-|EU607395|2002,0.0216804
HXB2,B|-|EU607398|2002,0.0240248
HXB2,B|-|EU607411|2002,0.0233359
HXB2,B|-|EU607413|2002,0.0248942
HXB2,B|-|EU607415|2002,0.0244358
HXB2,B|-|EU607416|2002,0.015807
HXB2,B|-|EU607418|2002,0.0233101
HXB2,B|-|EU607419|2002,0.0242826
HXB2,B|-|EU607425|2002,0.024065
HXB2,B|-|EU607427|2002,0.0233621
HXB2,B|-|EU607430|2002,0.0218344
HXB2,B|-|EU607454|2002,0.0199797
HXB2,B|-|EU607473|2002,0.0218206
HXB2,B|-|EU607475|2002,0.0232534
HXB2,B|-|EU607486|2002,0.0191115
HXB2,B|-|EU607510|2002,0.0215688
HXB2,B|-|EU607524|2002,0.0215888
HXB2,B|-|EU607535|2002,0.0234115
HXB2,B|-|EU607548|2002,0.0249131
HXB2,B|-|EU607550|2002,0.024134
HXB2,B|-|EU607555|2002,0.0217885
HXB2,B|-|EU607580|2002,0.0213941
HXB2,B|-|EU607590|2002,0.0204576
HXB2,B|-|EU607591|2002,0.0231651
HXB2,B|-|EU607596|2002,0.0200788
HXB2,B|-|EU607607|2002,0.0233535
HXB2,B|-|EU607621|2002,0.0185458
HXB2,B|-|EU607631|2002,0.0197904
HXB2,B|-|EU607633|2002,0.0233043
HXB2,B|-|EU607645|2002,0.0156882
HXB2,B|-|EU607651|2002,0.0249834
HXB2,B|-|EU607659|2002,0.0233372
HXB2,B|-|EU607665|2002,0.0231461
HXB2,B|-|EU607667|2002,0.0223162
HXB2,B|-|EU607672|2002,0.0243078
HXB2,B|-|EU607673|2002,0.0217879
HXB2,B|-|EU607674|2002,0.0196523
HXB2,B|-|EU607700|2002,0.0244907
HXB2,B|-|EU607704|2002,0.0238613
HXB2,B|-|EU607715|2002,0.0171324
HXB2,B|-|EU607724|2002,0.0217108
HXB2,B|-|EU607727|2002,0.0210299
HXB2,B|-|EU607755|2002,0.0221937
HXB2,B|-|EU607763|2002,0.0241249
HXB2,B|-|EU607765|2002,0.0209851
HXB2,B|-|EU607776|2002,0.0249058
HXB2,B|-|EU607779|2002,0.0234007
HXB2,B|-|EU607791|2002,0.0241704
HXB2,B|-|EU607797|2002,0.0206601
HXB2,B|-|EU607802|2002,0.0208439
HXB2,B|-|EU607814|2002,0.0214401
HXB2,B|-|EU607836|2002,0.0199636
HXB2,B|-|EU607842|2002,0.0215038
HXB2,B|-|EU607861|2002,0.0206749
HXB2,B|-|EU607863|2002,0.0246057
HXB2,B|-|EU607867|2002,0.0236621
HXB2,B|-|EU607881|2002,0.0238009
HXB2,B|-|EU607902|2002,0.0182471
HXB2,B|-|EU607904|2002,0.0199378
HXB2,B|-|EU607968|2002,0.0242361
HXB2,B|-|EU607988|2002,0.024241
HXB2,B|-|EU608000|2002,0.020916
HXB2,B|-|EU608001|2002,0.0137584
HXB2,B|-|EU608002|2002,0.0220501
HXB2,B|-|EU608013|2002,0.0222683
HXB2,B|-|EU608040|2002,0.019841
HXB2,B|-|EU608045|2002,0.0247262
HXB2,B|-|EU608048|2002,0.0233573
HXB2,B|-|EU608052|2002,0.0241101
HXB2,B|-|EU608061|2002,0.0214861
HXB2,B|-|EU608080|2002,0.0239806
HXB2,B|-|EU608105|2002,0.0206938
HXB2,B|-|EU608108|2002,0.0242953
HXB2,B|-|EU608115|2002,0.0233982
HXB2,B|-|EU608128|2002,0.0217681
HXB2,B|-|EU608132|2002,0.0249027
HXB2,B|-|EU608142|2002,0.0247548
HXB2,B|-|EU608160|2002,0.0249817
HXB2,B|-|EU608164|2002,0.0232341
HXB2,B|-|EU608168|2002,0.0234647
HXB2,B|-|EU608179|2002,0.0242041
HXB2,B|-|EU608196|2002,0.0214945
HXB2,B|-|EU608218|2002,0.017296
HXB2,B|-|EU608228|2002,0.0232004
HXB2,B|-|EU608249|2002,0.0243025
HXB2,B|-|EU608257|2002,0.02473
HXB2,B|-|EU608287|2002,0.0239018
HXB2,B|-|EU608288|2002,0.0232725
HXB2,B|-|EU608292|2002,0.0206697
HXB2,B|-|EU608295|2002,0.0243099
HXB2,B|-|EU608314|2002,0.0245392
HXB2,B|-|EU608320|2002,0.0216588
HXB2,B|-|EU608323|2002,0.0183025
HXB2,B|-|EU608324|2002,0.0172226
HXB2,B|-|EU608327|2002,0.0201622
HXB2,B|-|EU608330|2002,0.024455
HXB2,B|-|EU608341|2002,0.0206817
HXB2,B|-|EU608349|2002,0.0249838
HXB2,B|-|EU608377|2002,0.0244769
HXB2,B|-|EU608381|2002,0.0236697
HXB2,B|-|EU608391|2002,0.0180339
HXB2,B|-|EU608404|2002,0.0232793
HXB2,B|-|EU608406|2002,0.0233659
HXB2,B|-|EU608449|2002,0.0217507
HXB2,B|-|EU608452|2002,0.0190044
HXB2,B|-|EU608454|2002,0.0249889
HXB2,B|-|EU608458|2002,0.0241881
HXB2,B|-|EU608469|2002,0.024262
HXB2,B|-|EU608488|2002,0.02427
HXB2,B|-|EU608493|2002,0.0188222
HXB2,B|-|EU608496|2002,0.0198297
HXB2,B|-|EU608520|2002,0.0233214
HXB2,B|-|EU608531|2002,0.0232325
HXB2,B|-|EU608565|2002,0.0247213
HXB2,B|-|EU608576|2002,0.0235063
HXB2,B|-|EU608579|2002,0.0181911
HXB2,B|-|EU608582|2002,0.0216437
HXB2,B|-|EU608585|2002,0.0217946
HXB2,B|-|EU608594|2002,0.021577
HXB2,B|-|EU608596|2002,0.0224923
HXB2,B|-|EU608603|2002,0.0138297
HXB2,B|-|EU608642|2002,0.024271
HXB2,B|-|EU608656|2002,0.0241619
HXB2,B|-|EU608659|2002,0.0199278
HXB2,B|-|EU608691|2002,0.0247331
HXB2,B|-|EU608692|2002,0.0172545
HXB2,B|-|EU608714|2002,0.0236905
HXB2,B|-|EU608720|2002,0.0231365
HXB2,B|-|EU608747|2002,0.0121851
HXB2,B|-|EU608756|2002,0.0209007
HXB2,B|-|EU608763|2002,0.0249652
HXB2,B|-|EU608766|2002,0.0217342
HXB2,B|-|EU608776|2002,0.0217255
HXB2,B|-|EU608794|2002,0.0209698
HXB2,B|-|EU608803|2002,0.0221608
HXB2,B|-|EU608805|2002,0.0198029
HXB2,B|-|EU608807|2002,0.0210039
HXB2,B|-|EU608815|2002,0.0245594
HXB2,B|-|EU608825|2002,0.0196853
HXB2,B|-|EU608847|2002,0.0232819
HXB2,B|-|EU608851|2002,0.0233536
HXB2,B|-|EU608852|2002,0.0181793
HXB2,B|-|EU608853|2002,0.0222251
HXB2,B|-|EU608871|2002,0.0207855
HXB2,B|-|EU608886|2002,0.0241695
HXB2,B|-|EU608890|2002,0.0217003
HXB2,B|-|EU608902|2002,0.0201574
HXB2,B|-|EU608903|2002,0.024204
HXB2,B|-|EU608913|2002,0.0226315
HXB2,B|-|EU608917|2002,0.0182157
HXB2,B|-|EU608924|2002,0.0180672
HXB2,B|-|EU608929|2002,0.0241642
HXB2,B|-|EU608931|2002,0.0201964
HXB2,B|-|EU608952|2002,0.0226066
HXB2,B|-|EU608966|2002,0.0233801
HXB2,B|-|EU608978|2002,0.0190255
HXB2,B|-|EU608984|2002,0.0234669
HXB2,B|-|EU609003|2002,0.0224648
HXB2,B|-|EU609004|2002,0.0207203
HXB2,B|-|EU609018|2002,0.0173554
HXB2,B|-|EU609020|2002,0.0247315
HXB2,B|-|EU609037|2002,0.0249628
HXB2,B|-|EU609040|2002,0.0234336
HXB2,B|-|EU609050|2002,0.0223201
HXB2,B|-|EU609056|2002,0.0219079
HXB2,B|-|EU609063|2002,0.0226694
HXB2,B|-|EU609066|2002,0.0190853
HXB2,B|-|EU609068|2002,0.0189814
HXB2,B|-|EU609069|2002,0.024233
HXB2,B|-|EU609076|2002,0.0244781
HXB2,B|-|EU609078|2002,0.0228375
HXB2,B|-|EU609089|2002,0.0155762
HXB2,B|-|EU609111|2002,0.024539
HXB2,B|-|EU609164|2002,0.0223467
HXB2,B|-|EU609188|2002,0.0245002
HXB2,B|-|EU609192|2002,0.0199539
HXB2,B|-|EU609209|2002,0.0231409
HXB2,B|-|EU609212|2002,0.022356
HXB2,B|-|EU609226|2002,0.0162191
HXB2,B|-|EU609234|2002,0.0241011
HXB2,B|-|EU609235|2002,0.0209546
HXB2,B|-|EU609257|2002,0.0246755
HXB2,B|-|EU609259|2002,0.0240913
HXB2,B|-|EU609268|2002,0.0218325
HXB2,B|-|EU609281|2002,0.0248561
HXB2,B|-|EU609292|2002,0.0247335
HXB2,B|-|EU609294|2002,0.0198884
HXB2,B|-|EU609295|2002,0.0224692
HXB2,B|-|EU609306|2002,0.0225123
HXB2,B|-|EU609308|2002,0.0239652
HXB2,B|-|EU609323|2002,0.0245777
HXB2,B|-|EU609329|2002,0.0234432
HXB2,B|-|EU609331|2002,0.0249645
HXB2,B|-|EU609384|2002,0.0210197
HXB2,B|-|EU609392|2002,0.0243591
HXB2,B|-|EU609399|2002,0.0238347
HXB2,B|-|EU609407|2002,0.0163351
HXB2,B|-|EU609409|2002,0.0221231
HXB2,B|-|EU609414|2002,0.0190814
HXB2,B|-|EU609415|2002,0.0201569
HXB2,B|-|EU609417|2002,0.024408
HXB2,B|-|EU609439|2002,0.0223766
HXB2,B|-|EU609449|2002,0.0164331
HXB2,B|-|EU609453|2002,0.0226001
HXB2,B|-|EU609457|2002,0.0240341
HXB2,B|-|EU609459|2002,0.0181521
HXB2,B|-|EU609493|2002,0.024537
HXB2,B|-|EU609513|2002,0.0210029
HXB2,B|-|EU609539|2002,0.0203975
HXB2,B|-|EU609566|2002,0.0180521
HXB2,B|-|EU609567|2002,0.0172678
HXB2,B|-|EU609569|2002,0.024158
HXB2,B|-|EU609571|2002,0.0229228
HXB2,B|-|EU609597|2002,0.0241538
HXB2,B|-|EU609622|2002,0.023948
HXB2,B|-|EU609623|2002,0.0199061
HXB2,B|-|EU609625|2002,0.0192224
HXB2,B|-|EU609639|2002,0.0232972
HXB2,B|-|EU609641|2002,0.0216045
HXB2,B|-|EU609648|2002,0.0196263
HXB2,B|-|EU609649|2002,0.0248345
HXB2,B|-|EU609662|2002,0.0244316
HXB2,B|-|EU609666|2002,0.0230978
HXB2,B|-|EU609671|2002,0.0162505
HXB2,B|-|EU609681|2002,0.0198169
HXB2,B|-|EU609695|2002,0.0230913
HXB2,B|-|EU609705|2002,0.0217118
HXB2,B|-|EU609712|2002,0.0208148
HXB2,B|-|EU609715|2002,0.0239458
HXB2,B|-|EU609732|2002,0.0244976
HXB2,B|-|EU609737|2002,0.0245935
HXB2,B|-|EU609742|2002,0.0244148
HXB2,B|-|EU609743|2002,0.0223444
HXB2,B|-|EU609749|2002,0.0214737
HXB2,B|-|EU609779|2002,0.0201664
HXB2,B|-|EU609803|2002,0.0241435
HXB2,B|-|EU609815|2002,0.0239777
HXB2,B|-|EU609817|2002,0.0217259
HXB2,B|-|EU609819|2002,0.0225463
HXB2,B|-|EU609821|2002,0.0207428
HXB2,B|-|EU609836|2002,0.0206376
HXB2,B|-|EU609864|2002,0.0239045
HXB2,B|-|EU609867|2002,0.02327
HXB2,B|-|EU609875|2002,0.0223535
HXB2,B|-|EU609877|2002,0.0240725
HXB2,B|-|EU609902|2002,0.0228573
HXB2,B|-|EU609904|2002,0.020704
HXB2,B|-|EU609915|2002,0.0171186
HXB2,B|-|EU609920|2002,0.0241921
HXB2,B|-|EU609921|2002,0.0241637
HXB2,B|-|EU609938|2002,0.0191522
HXB2,B|-|EU609940|2002,0.0236501
HXB2,B|-|EU609941|2002,0.0228778
HXB2,B|-|EU609948|2002,0.0201987
HXB2,B|-|EU609950|2002,0.0235678
HXB2,B|-|EU609952|2002,0.0207498
HXB2,B|-|EU609966|2002,0.0231064
HXB2,B|-|EU609983|2002,0.0196619
HXB2,B|-|EU609987|2002,0.0200786
HXB2,B|-|EU610006|2002,0.0219077
HXB2,B|-|EU610018|2002,0.0247539
HXB2,B|-|EU610025|2002,0.0200007
HXB2,B|-|EU610027|2002,0.0249957
HXB2,B|-|EU610029|2002,0.0233296
HXB2,B|-|EU610041|2002,0.0215692
HXB2,B|-|EU610045|2002,0.0242121
HXB2,B|-|EU610054|2002,0.0234866
HXB2,B|-|EU610055|2002,0.0147182
HXB2,B|-|EU610062|2002,0.0248588
HXB2,B|-|EU610071|2002,0.0215309
HXB2,B|-|EU610073|2002,0.0223971
HXB2,B|-|EU610078|2002,0.0226014
HXB2,B|-|EU610083|2002,0.0164406
HXB2,B|-|EU610101|2002,0.0242158
HXB2,B|-|EU610108|2002,0.0249362
HXB2,B|-|EU610118|2003,0.0146991
HXB2,B|-|EU610124|2003,0.023996
HXB2,B|-|EU610129|2003,0.0247197
HXB2,B|-|EU610134|2003,0.0214284
HXB2,B|-|EU610137|2003,0.0241783
HXB2,B|-|EU610138|2003,0.023432
HXB2,B|-|EU610150|2003,0.0244342
HXB2,B|-|EU610166|2003,0.0223889
HXB2,B|-|EU610167|2003,0.0231037
HXB2,B|-|EU610175|2003,0.0217607
HXB2,B|-|EU610179|2003,0.0246353
HXB2,B|-|EU610185|2003,0.0242034
HXB2,B|-|EU610201|2003,0.0202014
HXB2,B|-|EU610215|2003,0.0189828
HXB2,B|-|EU610217|2003,0.0224473
HXB2,B|-|EU610218|2003,0.0193891
HXB2,B|-|EU610220|2003,0.0222222
HXB2,B|-|EU610221|2003,0.0224648
HXB2,B|-|EU610240|2003,0.0228072
HXB2,B|-|EU610247|2003,0.024209
HXB2,B|-|EU610264|2003,0.0209725
HXB2,B|-|EU610277|2003,0.023376
HXB2,B|-|EU610278|2003,0.0209026
HXB2,B|-|EU610290|2003,0.0243301
HXB2,B|-|EU610305|2003,0.0208932
HXB2,B|-|EU610313|2003,0.0218718
HXB2,B|-|EU610326|2003,0.0199625
HXB2,B|-|EU610358|2003,0.0207047
HXB2,B|-|EU610371|2003,0.0225175
HXB2,B|-|EU610386|2003,0.0214832
HXB2,B|-|EU610394|2003,0.0181516
HXB2,B|-|EU610408|2003,0.0238981
HXB2,B|-|EU610412|2003,0.0232993
HXB2,B|-|EU610425|2003,0.0237481
HXB2,B|-|EU610428|2003,0.0245567
HXB2,B|-|EU610433|2003,0.0213421
HXB2,B|-|EU610442|2003,0.0241423
HXB2,B|-|EU610444|2003,0.0189718
HXB2,B|-|EU610486|2003,0.0220542
HXB2,B|-|EU610494|2003,0.0138315
HXB2,B|-|EU610503|2003,0.023438
HXB2,B|-|EU610511|2003,0.0248143
HXB2,B|-|EU610525|2003,0.0172326
HXB2,B|-|EU610538|2003,0.0246899
HXB2,B|-|EU610549|2003,0.0213906
HXB2,B|-|EU610574|2003,0.018748
HXB2,B|-|EU610580|2003,0.0212106
HXB2,B|-|EU610595|2003,0.0164708
HXB2,B|-|EU610598|2003,0.0233379
HXB2,B|-|EU610614|2003,0.0165554
HXB2,B|-|EU610622|2003,0.0237844
HXB2,B|-|EU610635|2003,0.0224431
HXB2,B|-|EU610645|2003,0.0191454
HXB2,B|-|EU610652|2003,0.0237074
HXB2,B|-|EU610654|2003,0.0183021
HXB2,B|-|EU610656|2003,0.0242965
HXB2,B|-|EU610668|2003,0.0206596
HXB2,B|-|EU610673|2003,0.019014
HXB2,B|-|EU610679|2003,0.0228171
HXB2,B|-|EU610680|2003,0.0224666
HXB2,B|-|EU610684|2003,0.0237152
HXB2,B|-|EU610690|2003,0.0226483
HXB2,B|-|EU610711|2003,0.0196658
HXB2,B|-|EU610712|2003,0.0245574
HXB2,B|-|EU610717|2003,0.0242518
HXB2,B|-|EU610718|2003,0.0245091
HXB2,B|-|EU610751|2003,0.0236027
HXB2,B|-|EU610758|2003,0.0237527
HXB2,B|-|EU610759|2003,0.0218974
HXB2,B|-|EU610764|2003,0.0242026
HXB2,B|-|EU610768|2003,0.0178952
HXB2,B|-|EU610777|2003,0.0246521
HXB2,B|-|EU610792|2003,0.0165147
HXB2,B|-|EU610803|2003,0.0167212
HXB2,B|-|EU610806|2003,0.0208875
HXB2,B|-|EU610812|2003,0.0171799
HXB2,B|-|EU610814|2003,0.0231988
HXB2,B|-|EU610815|2003,0.0217691
HXB2,B|-|EU610821|2003,0.0231173
HXB2,B|-|EU610830|2003,0.019651
HXB2,B|-|EU610836|2003,0.0242962
HXB2,B|-|EU610837|2003,0.0241926
HXB2,B|-|EU610853|2003,0.0232544
HXB2,B|-|EU610854|2003,0.0243816
HXB2,B|-|EU610857|2003,0.0246621
HXB2,B|-|EU610860|2003,0.0225934
HXB2,B|-|EU610872|2003,0.0178324
HXB2,B|-|EU610903|2003,0.0235063
HXB2,B|-|EU610909|2003,0.0226166
HXB2,B|-|EU610925|2003,0.0249825
HXB2,B|-|EU610927|2003,0.0200069
HXB2,B|-|EU610933|2003,0.0216934
HXB2,B|-|EU610937|2003,0.0248337
HXB2,B|-|EU610946|2003,0.023458
HXB2,B|-|EU610951|2003,0.021081
HXB2,B|-|EU610959|2003,0.0219207
HXB2,B|-|EU610978|2003,0.0225173
HXB2,B|-|EU610987|2003,0.0225415
HXB2,B|-|EU611011|2003,0.0208573
HXB2,B|-|EU611021|2003,0.0216902
HXB2,B|-|EU611022|2003,0.0207486
HXB2,B|-|EU611026|2003,0.0217859
HXB2,B|-|EU611036|2003,0.0217009
HXB2,B|-|EU611043|2003,0.0243691
HXB2,B|-|EU611049|2003,0.0215963
HXB2,B|-|EU611059|2003,0.0198449
HXB2,B|-|EU611126|2003,0.0243017
HXB2,B|-|EU611128|2003,0.0193491
HXB2,B|-|EU611168|2003,0.0226034
HXB2,B|-|EU611179|2003,0.0228669
HXB2,B|-|EU611193|2003,0.0184539
HXB2,B|-|EU611196|2003,0.02271
HXB2,B|-|EU611214|2003,0.0243237
HXB2,B|-|EU611215|2003,0.0240497
HXB2,B|-|EU611216|2003,0.0229921
HXB2,B|-|EU611223|2003,0.0248745
HXB2,B|-|EU611234|2003,0.0249407
HXB2,B|-|EU611235|2003,0.0210311
HXB2,B|-|EU611239|2003,0.0209439
HXB2,B|-|EU611243|2003,0.020959
HXB2,B|-|EU611246|2003,0.0215364
HXB2,B|-|EU611263|2003,0.0183072
HXB2,B|-|EU611275|2003,0.0249651
HXB2,B|-|EU611284|2003,0.024
HXB2,B|-|EU611292|2003,0.0139994
HXB2,B|-|EU611305|2003,0.0227103
HXB2,B|-|EU611306|2003,0.0228577
HXB2,B|-|EU611323|2003,0.0230855
HXB2,B|-|EU611341|2003,0.023025
HXB2,B|-|EU611346|2003,0.0203287
HXB2,B|-|EU611384|2003,0.0173748
HXB2,B|-|EU611395|2003,0.0202485
HXB2,B|-|EU611400|2003,0.0244669
HXB2,B|-|EU611415|2003,0.020371
HXB2,B|-|EU611416|2003,0.0242913
HXB2,B|-|EU611430|2003,0.0236117
HXB2,B|-|EU611431|2003,0.0226205
HXB2,B|-|EU611436|2003,0.0191086
HXB2,B|-|EU611461|2003,0.0182134
HXB2,B|-|EU611493|2003,0.0219019
HXB2,B|-|EU611507|2003,0.0219569
HXB2,B|-|EU611516|2003,0.0170718
HXB2,B|-|EU611517|2003,0.0240846
HXB2,B|-|EU611525|2003,0.0244677
HXB2,B|-|EU611534|2003,0.023417
HXB2,B|-|EU611561|2003,0.0230025
HXB2,B|-|EU611562|2003,0.0232791
HXB2,B|-|EU611563|2003,0.0193168
HXB2,B|-|EU611569|2003,0.0199921
HXB2,B|-|EU611589|2003,0.023736
HXB2,B|-|EU611603|2003,0.023897
HXB2,B|-|EU611605|2003,0.0211381
HXB2,B|-|EU611609|2003,0.0214937
HXB2,B|-|EU611611|2003,0.0207915
HXB2,B|-|EU611647|2003,0.023056
HXB2,B|-|EU611648|2003,0.0188997
HXB2,B|-|EU611654|2003,0.0217955
HXB2,B|-|EU611673|2003,0.0244635
HXB2,B|-|EU611674|2003,0.0217837
HXB2,B|-|EU611684|2003,0.0245957
HXB2,B|-|EU611706|2003,0.022908
HXB2,B|-|EU611718|2003,0.0243818
HXB2,B|-|EU611725|2003,0.0239626
HXB2,B|-|EU611741|2003,0.0216632
HXB2,B|-|EU611768|2003,0.0215133
HXB2,B|-|EU611770|2003,0.0248964
HXB2,B|-|EU611771|2003,0.0197794
HXB2,B|-|EU611795|2003,0.0245282
HXB2,B|-|EU611812|2003,0.0242839
HXB2,B|-|EU611821|2003,0.0164265
HXB2,B|-|EU611840|2003,0.0191599
HXB2,B|-|EU611851|2003,0.0208499
HXB2,B|-|EU611853|2003,0.021541
HXB2,B|-|EU611855|2003,0.0248984
HXB2,B|-|EU611878|2003,0.0223739
HXB2,B|-|EU611880|2003,0.0224064
HXB2,B|-|EU611896|2003,0.0201213
HXB2,B|-|EU611902|2003,0.0241322
HXB2,B|-|EU611930|2003,0.020709
HXB2,B|-|EU611947|2003,0.0200488
HXB2,B|-|EU611949|2003,0.0243715
HXB2,B|-|EU611954|2003,0.0245912
HXB2,B|-|EU611969|2003,0.0230835
HXB2,B|-|EU611972|2003,0.021503
HXB2,B|-|EU611980|2003,0.0222613
HXB2,B|-|EU611985|2003,0.0189299
HXB2,B|-|EU611993|2003,0.0223015
HXB2,B|-|EU612017|2003,0.0248134
HXB2,B|-|EU612018|2003,0.022855
HXB2,B|-|EU612019|2003,0.0216919
HXB2,B|-|EU612032|2003,0.0241086
HXB2,B|-|EU612034|2003,0.0249724
HXB2,B|-|EU612045|2003,0.0236212
HXB2,B|-|EU612056|2003,0.0245308
HXB2,B|-|EU612061|2003,0.0170581
HXB2,B|-|EU612064|2003,0.0215683
HXB2,B|-|EU612078|2003,0.0207269
HXB2,B|-|EU612085|2003,0.0179303
HXB2,B|-|EU612099|2003,0.0231149
HXB2,B|-|EU612105|2003,0.0244684
HXB2,B|-|EU612127|2003,0.021987
HXB2,B|-|EU612151|2003,0.0172981
HXB2,B|-|EU612156|2003,0.0216129
HXB2,B|-|EU612158|2003,0.0246148
HXB2,B|-|EU612160|2003,0.0225126
HXB2,B|-|EU612194|2003,0.0205889
HXB2,B|-|EU612199|2003,0.0249542
HXB2,B|-|EU612201|2003,0.023083
HXB2,B|-|EU612214|2003,0.0233233
HXB2,B|-|EU612232|2003,0.02414
HXB2,B|-|EU612233|2003,0.022195
HXB2,B|-|EU612244|2003,0.0234297
HXB2,B|-|EU612247|2003,0.0240087
HXB2,B|-|EU612257|2003,0.0183796
HXB2,B|-|EU612283|2003,0.0242541
HXB2,B|-|EU612296|2003,0.0214782
HXB2,B|-|EU612297|2003,0.0223516
HXB2,B|-|EU612299|2003,0.0216854
HXB2,B|-|EU612318|2003,0.0243317
HXB2,B|-|EU612330|2003,0.0190802
HXB2,B|-|EU612338|2003,0.0186598
HXB2,B|-|EU612347|2003,0.0183266
HXB2,B|-|EU612368|2003,0.0241458
HXB2,B|-|EU612378|2003,0.023653
HXB2,B|-|EU612380|2003,0.0226217
HXB2,B|-|EU612382|2003,0.0243104
HXB2,B|-|EU612396|2003,0.021738
HXB2,B|-|EU612409|2003,0.0198825
HXB2,B|-|EU612415|2003,0.0208126
HXB2,B|-|EU612420|2003,0.0164538
HXB2,B|-|EU612421|2003,0.0205682
HXB2,B|-|EU612426|2003,0.0248157
HXB2,B|-|EU612430|2003,0.0215533
HXB2,B|-|EU612442|2003,0.0213173
HXB2,B|-|EU612443|2003,0.0215311
HXB2,B|-|EU612446|2003,0.0243609
HXB2,B|-|EU612461|2003,0.0171048
HXB2,B|-|EU612480|2003,0.0202016
HXB2,B|-|EU612498|2003,0.0242144
HXB2,B|-|EU612503|2003,0.0207796
HXB2,B|-|EU612504|2003,0.0244221
HXB2,B|-|EU612521|2003,0.0216704
HXB2,B|-|EU612524|2003,0.023296
HXB2,B|-|EU612530|2003,0.0246736
HXB2,B|-|EU612532|2003,0.021525
HXB2,B|-|EU612558|2003,0.0245762
HXB2,B|-|EU612568|2003,0.0235049
HXB2,B|-|EU612575|2003,0.0137651
HXB2,B|-|EU612587|2003,0.0190498
HXB2,B|-|EU612592|2003,0.0218837
HXB2,B|-|EU612614|2003,0.0224182
HXB2,B|-|EU612639|2003,0.0173863
HXB2,B|-|EU612653|2003,0.02357
HXB2,B|-|EU612656|2003,0.0245873
HXB2,B|-|EU612660|2003,0.0249931
HXB2,B|-|EU612676|2003,0.019019
HXB2,B|-|EU612693|2003,0.0170161
HXB2,B|-|EU612731|2003,0.0210118
HXB2,B|-|EU612740|2003,0.0234773
HXB2,B|-|EU612741|2003,0.0214914
HXB2,B|-|EU612742|2003,0.0226747
HXB2,B|-|EU612743|2003,0.0203033
HXB2,B|-|EU612769|2003,0.0195134
HXB2,B|-|EU612778|2003,0.0238488
HXB2,B|-|EU612795|2003,0.0246084
HXB2,B|-|EU612809|2003,0.0245067
HXB2,B|-|EU612821|2003,0.0234216
HXB2,B|-|EU612822|2003,0.0239616
HXB2,B|-|EU612831|2003,0.0237123
HXB2,B|-|EU612842|2003,0.0247609
HXB2,B|-|EU612858|2003,0.015623
HXB2,B|-|EU612875|2003,0.0174064
HXB2,B|-|EU612892|2003,0.022338
HXB2,B|-|EU612904|2003,0.0242047
HXB2,B|-|EU612911|2003,0.0246161
HXB2,B|-|EU612925|2003,0.0245012
HXB2,B|-|EU612936|2003,0.0227898
HXB2,B|-|EU612939|2003,0.0199881
HXB2,B|-|EU612945|2003,0.0246154
HXB2,B|-|EU612949|2003,0.0222376
